"city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","density","source","military","incorporated","timezone","ranking","zips","id"
"Chesaning","Chesaning","MI","Michigan","26145","Saginaw","43.1851","-84.1200","2450","307.2","shape","FALSE","TRUE","America/Detroit","3","48616","1840010053"
"Kings Bay Base","Kings Bay Base","GA","Georgia","13039","Camden","30.7985","-81.5628","2449","343.5","shape","TRUE","TRUE","America/New_York","3","31558 31547","1840035817"
"Lexington","Lexington","MN","Minnesota","27003","Anoka","45.1381","-93.1714","2448","1371.2","shape","FALSE","TRUE","America/Chicago","3","55014","1840007800"
"Pierre Part","Pierre Part","LA","Louisiana","22007","Assumption","29.9555","-91.2073","2447","307.5","shape","FALSE","FALSE","America/Chicago","3","70339","1840014012"
"Wellton","Wellton","AZ","Arizona","04027","Yuma","32.6401","-114.2152","2447","32.7","shape","FALSE","TRUE","America/Phoenix","3","85356","1840022976"
"Fruitland","Fruitland","NC","North Carolina","37089","Henderson","35.3928","-82.4119","2447","117.5","shape","FALSE","FALSE","America/New_York","3","28792","1840024955"
"Rockdale","Rockdale","IL","Illinois","17197","Will","41.5048","-88.1248","2446","669.4","shape","FALSE","TRUE","America/Chicago","3","60436","1840011488"
"Fredonia","Fredonia","WI","Wisconsin","55089","Ozaukee","43.4715","-87.9490","2446","422.4","shape","FALSE","TRUE","America/Chicago","3","53004 53021","1840002822"
"McKinley","McKinley","PA","Pennsylvania","42091","Montgomery","40.0839","-75.1106","2446","1069.7","shape","FALSE","FALSE","America/New_York","3","19046 19027","1840103391"
"Crisfield","Crisfield","MD","Maryland","24039","Somerset","37.9840","-75.8512","2445","543.9","shape","FALSE","TRUE","America/New_York","3","21817","1840006278"
"Callender","Callender","CA","California","06079","San Luis Obispo","35.0480","-120.5760","2444","412.7","shape","FALSE","FALSE","America/Los_Angeles","3","93420","1840028058"
"Edgemont Park","Edgemont Park","MI","Michigan","26065","Ingham","42.7468","-84.5926","2444","1135.7","shape","FALSE","FALSE","America/Detroit","3","48917","1840031756"
"Terre du Lac","Terre du Lac","MO","Missouri","29187","St. Francois","37.9042","-90.6168","2443","135.0","shape","FALSE","FALSE","America/Chicago","3","63628","1840025697"
"Sparta","Sparta","MO","Missouri","29043","Christian","37.0019","-93.0843","2442","761.3","shape","FALSE","TRUE","America/Chicago","3","65753","1840009925"
"Brighton","Brighton","IL","Illinois","17117","Macoupin","39.0406","-90.1408","2440","490.3","shape","FALSE","TRUE","America/Chicago","3","62012","1840010648"
"Phoenix","Phoenix","NY","New York","36075","Oswego","43.2316","-76.2961","2440","804.8","shape","FALSE","TRUE","America/New_York","3","13135","1840004193"
"Tahoka","Tahoka","TX","Texas","48305","Lynn","33.1640","-101.7949","2439","395.5","shape","FALSE","TRUE","America/Chicago","3","79373","1840022027"
"Columbia","Columbia","CA","California","06109","Tuolumne","38.0333","-120.4096","2439","158.0","shape","FALSE","FALSE","America/Los_Angeles","3","95310 95370","1840017597"
"Grandy","Grandy","NC","North Carolina","37053","Currituck","36.2341","-75.8785","2438","139.0","shape","FALSE","FALSE","America/New_York","3","27939","1840033002"
"Ashville","Ashville","AL","Alabama","01115","St. Clair","33.8331","-86.2698","2438","49.0","shape","FALSE","TRUE","America/Chicago","3","35953 35987","1840013697"
"Wailua","Wailua","HI","Hawaii","15007","Kauai","22.0551","-159.3401","2438","613.0","shape","FALSE","FALSE","Pacific/Honolulu","3","96746","1840137116"
"Mayodan","Mayodan","NC","North Carolina","37157","Rockingham","36.4210","-79.9675","2438","327.2","shape","FALSE","TRUE","America/New_York","3","27027","1840016054"
"Dalworthington Gardens","Dalworthington Gardens","TX","Texas","48439","Tarrant","32.6937","-97.1567","2437","526.4","shape","FALSE","TRUE","America/Chicago","3","76016","1840019432"
"Troy","Troy","TX","Texas","48027","Bell","31.2000","-97.3019","2437","202.2","shape","FALSE","TRUE","America/Chicago","3","76501 76579","1840022155"
"Arcola","Arcola","VA","Virginia","51107","Loudoun","38.9447","-77.5307","2437","411.8","shape","FALSE","FALSE","America/New_York","3","20166 20105","1840024494"
"Inez","Inez","TX","Texas","48469","Victoria","28.8718","-96.7959","2435","15.8","shape","FALSE","FALSE","America/Chicago","3","77968","1840018279"
"Rockwell","Rockwell","NC","North Carolina","37159","Rowan","35.5538","-80.4070","2434","508.5","shape","FALSE","TRUE","America/New_York","3","28138","1840017786"
"New Stanton","New Stanton","PA","Pennsylvania","42129","Westmoreland","40.2237","-79.6086","2433","234.5","shape","FALSE","TRUE","America/New_York","3","15672 15639","1840001152"
"Cedar Grove","Cedar Grove","WI","Wisconsin","55117","Sheboygan","43.5682","-87.8243","2433","430.1","shape","FALSE","TRUE","America/Chicago","3","53013","1840002624"
"Bennington","Bennington","NE","Nebraska","31055","Douglas","41.3682","-96.1616","2432","1049.8","shape","FALSE","TRUE","America/Chicago","3","68007","1840007137"
"Paynesville","Paynesville","MN","Minnesota","27145","Stearns","45.3785","-94.7216","2432","410.1","shape","FALSE","TRUE","America/Chicago","3","56362","1840008875"
"Coal Creek","Coal Creek","CO","Colorado","08059","Jefferson","39.9071","-105.3799","2431","100.0","shape","FALSE","FALSE","America/Denver","3","80403","1840152096"
"Holyoke","Holyoke","CO","Colorado","08095","Phillips","40.5820","-102.2975","2430","379.9","shape","FALSE","TRUE","America/Denver","3","80734","1840020164"
"Melbourne","Melbourne","AR","Arkansas","05065","Izard","36.0638","-91.8820","2430","134.5","shape","FALSE","TRUE","America/Chicago","3","72556","1840015325"
"Oak Hills","Oak Hills","PA","Pennsylvania","42019","Butler","40.8262","-79.9152","2430","278.5","shape","FALSE","FALSE","America/New_York","3","16002 16001 16053","1840035432"
"West Bishop","West Bishop","CA","California","06027","Inyo","37.3571","-118.4542","2430","107.1","shape","FALSE","FALSE","America/Los_Angeles","3","93514","1840028404"
"Oxoboxo River","Oxoboxo River","CT","Connecticut","09180","Southeastern Connecticut","41.4441","-72.1249","2429","220.4","shape","FALSE","TRUE","America/New_York","3","06370 06353 06382","1840073305"
"Lawson","Lawson","MO","Missouri","29047","Clay","39.4361","-94.2152","2429","316.5","shape","FALSE","TRUE","America/Chicago","3","64062","1840008487"
"Creola","Creola","AL","Alabama","01097","Mobile","30.8906","-88.0132","2428","59.8","shape","FALSE","TRUE","America/Chicago","3","36525","1840014988"
"Ferdinand","Ferdinand","IN","Indiana","18037","Dubois","38.2270","-86.8631","2428","408.2","shape","FALSE","TRUE","America/Indiana/Vincennes","3","47532","1840010801"
"Butler","Butler","AL","Alabama","01023","Choctaw","32.0965","-88.2108","2428","138.9","shape","FALSE","TRUE","America/Chicago","3","36904","1840015823"
"Stonewood","Stonewood","WV","West Virginia","54033","Harrison","39.2502","-80.3054","2428","1102.1","shape","FALSE","TRUE","America/New_York","3","26301","1840005770"
"Arlington","Arlington","MN","Minnesota","27143","Sibley","44.6083","-94.0768","2428","582.7","shape","FALSE","TRUE","America/Chicago","3","55307","1840006776"
"Portola","Portola","CA","California","06063","Plumas","39.8241","-120.4733","2427","173.3","shape","FALSE","TRUE","America/Los_Angeles","3","96122","1840020177"
"Petersburg","Petersburg","IL","Illinois","17129","Menard","40.0143","-89.8452","2426","599.6","shape","FALSE","TRUE","America/Chicago","3","62675","1840009469"
"McCleary","McCleary","WA","Washington","53027","Grays Harbor","47.0584","-123.2723","2426","457.0","shape","FALSE","TRUE","America/Los_Angeles","3","98557","1840019846"
"St. Leo","St. Leo","FL","Florida","12101","Pasco","28.3363","-82.2588","2426","833.9","shape","FALSE","TRUE","America/New_York","3","33576 33574","1840018288"
"Ben Bolt","Ben Bolt","TX","Texas","48249","Jim Wells","27.6659","-98.0967","2424","76.5","shape","FALSE","FALSE","America/Chicago","3","78342 78332","1840036172"
"Whittingham","Whittingham","NJ","New Jersey","34023","Middlesex","40.3268","-74.4458","2423","1364.0","shape","FALSE","TRUE","America/New_York","3","08831","1840073737"
"York","York","AL","Alabama","01119","Sumter","32.4998","-88.2938","2423","136.3","shape","FALSE","TRUE","America/Chicago","3","36925","1840015778"
"Granite Falls","Granite Falls","MN","Minnesota","27023","Chippewa","44.8107","-95.5376","2423","267.8","shape","FALSE","TRUE","America/Chicago","3","56241","1840007851"
"Horseshoe Bend","Horseshoe Bend","AR","Arkansas","05065","Izard","36.2218","-91.7396","2423","70.0","shape","FALSE","TRUE","America/Chicago","3","72512","1840014476"
"Delcambre","Delcambre","LA","Louisiana","22113","Vermilion","29.9516","-91.9916","2422","817.2","shape","FALSE","TRUE","America/Chicago","3","70528 70533","1840017210"
"Sells","Sells","AZ","Arizona","04019","Pima","31.9202","-111.8775","2422","101.3","shape","FALSE","FALSE","America/Phoenix","3","85634","1840019485"
"Rio Verde","Rio Verde","AZ","Arizona","04013","Maricopa","33.7278","-111.6740","2422","216.0","shape","FALSE","FALSE","America/Phoenix","3","85263","1840019308"
"Weatherby Lake","Weatherby Lake","MO","Missouri","29165","Platte","39.2366","-94.6958","2422","908.9","shape","FALSE","TRUE","America/Chicago","3","64152","1840010642"
"Brownsville","Brownsville","PA","Pennsylvania","42051","Fayette","40.0188","-79.8912","2422","956.7","shape","FALSE","TRUE","America/New_York","3","15417","1840001500"
"Las Animas","Las Animas","CO","Colorado","08011","Bent","38.0695","-103.2236","2421","574.8","shape","FALSE","TRUE","America/Denver","3","81054","1840020268"
"Oakland City","Oakland City","IN","Indiana","18051","Gibson","38.3378","-87.3493","2421","915.6","shape","FALSE","TRUE","America/Indiana/Petersburg","3","47660","1840008645"
"Ponder","Ponder","TX","Texas","48121","Denton","33.1781","-97.2910","2421","277.3","shape","FALSE","TRUE","America/Chicago","3","76259","1840022009"
"Youngsville","Youngsville","NC","North Carolina","37069","Franklin","36.0242","-78.4816","2421","504.6","shape","FALSE","TRUE","America/New_York","3","27596","1840016119"
"Belle Plaine","Belle Plaine","IA","Iowa","19011","Benton","41.8954","-92.2751","2421","294.1","shape","FALSE","TRUE","America/Chicago","3","52208","1840000468"
"Anahuac","Anahuac","TX","Texas","48071","Chambers","29.7649","-94.6787","2420","450.5","shape","FALSE","TRUE","America/Chicago","3","77514","1840019633"
"Rising Sun","Rising Sun","IN","Indiana","18115","Ohio","38.9531","-84.8544","2420","622.0","shape","FALSE","TRUE","America/New_York","3","47040","1840014664"
"Brookwood","Brookwood","AL","Alabama","01125","Tuscaloosa","33.2398","-87.3277","2420","111.6","shape","FALSE","TRUE","America/Chicago","3","35444","1840015711"
"Midway South","Midway South","TX","Texas","48215","Hidalgo","26.1569","-98.0213","2419","941.4","shape","FALSE","TRUE","America/Chicago","3","78537 78596","1840073264"
"Anchorage","Anchorage","KY","Kentucky","21111","Jefferson","38.2689","-85.5364","2419","315.7","shape","FALSE","TRUE","America/New_York","3","40223 40233","1840013198"
"Beresford","Beresford","SD","South Dakota","46127","Union","43.0797","-96.7803","2419","523.4","shape","FALSE","TRUE","America/Chicago","3","57004","1840003079"
"Virginia Gardens","Virginia Gardens","FL","Florida","12086","Miami-Dade","25.8095","-80.2974","2419","2463.2","shape","FALSE","TRUE","America/New_York","2","33166","1840018337"
"Villa Grove","Villa Grove","IL","Illinois","17041","Douglas","39.8645","-88.1600","2418","621.8","shape","FALSE","TRUE","America/Chicago","3","61956","1840010588"
"Greensboro","Greensboro","AL","Alabama","01065","Hale","32.7014","-87.5950","2417","392.6","shape","FALSE","TRUE","America/Chicago","3","36744","1840006442"
"Valley Hill","Valley Hill","NC","North Carolina","37089","Henderson","35.2958","-82.4913","2417","402.4","shape","FALSE","FALSE","America/New_York","3","28739","1840013447"
"Winnie","Winnie","TX","Texas","48071","Chambers","29.8167","-94.3807","2416","235.8","shape","FALSE","FALSE","America/Chicago","3","77665","1840019632"
"Houston","Houston","MO","Missouri","29215","Texas","37.3212","-91.9610","2416","256.1","shape","FALSE","TRUE","America/Chicago","3","65483","1840007601"
"Bridgeport","Bridgeport","WA","Washington","53017","Douglas","48.0069","-119.6726","2416","869.8","shape","FALSE","TRUE","America/Los_Angeles","3","98813","1840018387"
"Halesite","Halesite","NY","New York","36103","Suffolk","40.8863","-73.4138","2416","1046.3","shape","FALSE","FALSE","America/New_York","3","11743","1840005075"
"Piney Mountain","Piney Mountain","VA","Virginia","51003","Albemarle","38.1591","-78.4156","2415","812.5","shape","FALSE","TRUE","America/New_York","3","22911","1840041851"
"Bohners Lake","Bohners Lake","WI","Wisconsin","55101","Racine","42.6241","-88.2879","2415","279.9","shape","FALSE","FALSE","America/Chicago","3","53105","1840004481"
"Amboy","Amboy","IL","Illinois","17103","Lee","41.7287","-89.3685","2413","150.0","shape","FALSE","TRUE","America/Chicago","3","61310 61021","1840007050"
"Santo Domingo","Santo Domingo","PR","Puerto Rico","72111","Peñuelas","18.0719","-66.7459","2412","423.6","shape","FALSE","FALSE","America/Puerto_Rico","3","00624","1630035582"
"New Miami","New Miami","OH","Ohio","39017","Butler","39.4319","-84.5399","2411","1029.7","shape","FALSE","TRUE","America/New_York","3","45011 45013","1840012608"
"Kamas","Kamas","UT","Utah","49043","Summit","40.6499","-111.2723","2411","252.9","shape","FALSE","TRUE","America/Denver","3","84036","1840018726"
"Sumner","Sumner","IL","Illinois","17101","Lawrence","38.7196","-87.8720","2411","665.9","shape","FALSE","TRUE","America/Chicago","3","62466","1840009781"
"Spring Arbor","Spring Arbor","MI","Michigan","26075","Jackson","42.2055","-84.5551","2410","335.1","shape","FALSE","FALSE","America/Detroit","3","49283","1840004654"
"Varnell","Varnell","GA","Georgia","13313","Whitfield","34.9015","-84.9645","2410","243.0","shape","FALSE","TRUE","America/New_York","3","30756 30721 30710","1840015528"
"West Hammond","West Hammond","NM","New Mexico","35045","San Juan","36.6807","-108.0433","2410","102.2","shape","FALSE","TRUE","America/Denver","4","87413","1840040220"
"St. Maries","St. Maries","ID","Idaho","16009","Benewah","47.3146","-116.5723","2410","783.7","shape","FALSE","TRUE","America/Los_Angeles","3","83861","1840021126"
"Sheldon","Sheldon","TX","Texas","48201","Harris","29.8596","-95.1340","2410","374.5","shape","FALSE","FALSE","America/Chicago","3","77049","1840019614"
"Riverside","Riverside","AL","Alabama","01115","St. Clair","33.6171","-86.2042","2409","107.3","shape","FALSE","TRUE","America/Chicago","3","35135 35125","1840017995"
"Burns Harbor","Burns Harbor","IN","Indiana","18127","Porter","41.6187","-87.1257","2409","144.5","shape","FALSE","TRUE","America/Chicago","3","46304","1840009266"
"Bentleyville","Bentleyville","PA","Pennsylvania","42125","Washington","40.1178","-80.0044","2409","251.7","shape","FALSE","TRUE","America/New_York","3","15314","1840003640"
"St. Paul","St. Paul","NE","Nebraska","31093","Howard","41.2138","-98.4596","2408","748.5","shape","FALSE","TRUE","America/Chicago","3","68873","1840009313"
"Black Canyon City","Black Canyon City","AZ","Arizona","04025","Yavapai","34.0710","-112.1220","2408","37.8","shape","FALSE","FALSE","America/Phoenix","3","85324","1840017847"
"Woodworth","Woodworth","LA","Louisiana","22079","Rapides","31.1656","-92.5098","2406","104.6","shape","FALSE","TRUE","America/Chicago","3","71485","1840017102"
"Guyton","Guyton","GA","Georgia","13103","Effingham","32.3410","-81.4224","2405","289.6","shape","FALSE","TRUE","America/New_York","3","31312","1840013823"
"Alamo","Alamo","TN","Tennessee","47033","Crockett","35.7830","-89.1168","2405","422.9","shape","FALSE","TRUE","America/Chicago","3","38001","1840015368"
"Arlington","Arlington","NY","New York","36027","Dutchess","41.6965","-73.8989","2405","1525.8","shape","FALSE","FALSE","America/New_York","3","12603","1840004739"
"Westover","Westover","AL","Alabama","01117","Shelby","33.3684","-86.5346","2404","47.0","shape","FALSE","TRUE","America/Chicago","3","35185 35147 35078","1840016849"
"Ingalls","Ingalls","IN","Indiana","18095","Madison","39.9748","-85.8157","2404","308.7","shape","FALSE","TRUE","America/Indiana/Indianapolis","3","46064 46048 46040","1840010457"
"Perryman","Perryman","MD","Maryland","24025","Harford","39.4632","-76.2120","2403","169.2","shape","FALSE","FALSE","America/New_York","3","21001 21130","1840005663"
"Pine Beach","Pine Beach","NJ","New Jersey","34029","Ocean","39.9359","-74.1700","2402","1457.7","shape","FALSE","TRUE","America/New_York","3","08741","1840001484"
"Denmark","Denmark","WI","Wisconsin","55009","Brown","44.3493","-87.8313","2400","469.9","shape","FALSE","TRUE","America/Chicago","3","54208","1840002347"
"Orchidlands Estates","Orchidlands Estates","HI","Hawaii","15001","Hawaii","19.5570","-155.0142","2400","95.5","shape","FALSE","FALSE","Pacific/Honolulu","3","96749","1840029575"
"Hooks","Hooks","TX","Texas","48037","Bowie","33.4707","-94.2842","2400","444.3","shape","FALSE","TRUE","America/Chicago","3","75561","1840020608"
"Lithopolis","Lithopolis","OH","Ohio","39045","Fairfield","39.8112","-82.8155","2400","408.9","shape","FALSE","TRUE","America/New_York","3","43110 43136","1840012469"
"Fairlawn","Fairlawn","VA","Virginia","51155","Pulaski","37.1476","-80.5567","2400","294.6","shape","FALSE","FALSE","America/New_York","3","24141","1840001721"
"East Berwick","East Berwick","PA","Pennsylvania","42079","Luzerne","41.0657","-76.2208","2400","1018.9","shape","FALSE","FALSE","America/New_York","3","18603","1840034938"
"East Quincy","East Quincy","CA","California","06063","Plumas","39.9165","-120.9189","2399","76.5","shape","FALSE","FALSE","America/Los_Angeles","3","95971","1840017517"
"Delmar","Delmar","DE","Delaware","10005","Sussex","38.4651","-75.5553","2398","487.2","shape","FALSE","TRUE","America/New_York","3","19940","1840006077"
"Athens","Athens","IL","Illinois","17129","Menard","39.9618","-89.7217","2398","549.8","shape","FALSE","TRUE","America/Chicago","3","62613","1840007262"
"Fox Lake Hills","Fox Lake Hills","IL","Illinois","17097","Lake","42.4127","-88.1270","2398","730.0","shape","FALSE","FALSE","America/Chicago","3","60046","1840004637"
"Sugarcreek","Sugarcreek","OH","Ohio","39157","Tuscarawas","40.5076","-81.6409","2398","243.6","shape","FALSE","TRUE","America/New_York","3","44681","1840012098"
"Hudson Oaks","Hudson Oaks","TX","Texas","48367","Parker","32.7509","-97.7001","2396","296.4","shape","FALSE","TRUE","America/Chicago","3","76087","1840020691"
"Stallion Springs","Stallion Springs","CA","California","06029","Kern","35.0922","-118.6586","2396","68.1","shape","FALSE","FALSE","America/Los_Angeles","3","93561","1840019132"
"Mountain City","Mountain City","TN","Tennessee","47091","Johnson","36.4696","-81.8049","2396","274.5","shape","FALSE","TRUE","America/New_York","3","37683","1840016016"
"Matamoras","Matamoras","PA","Pennsylvania","42103","Pike","41.3666","-74.6997","2396","1335.3","shape","FALSE","TRUE","America/New_York","3","18336","1840000627"
"Holcomb","Holcomb","KS","Kansas","20055","Finney","37.9859","-100.9936","2395","747.8","shape","FALSE","TRUE","America/Chicago","3","67851","1840007523"
"Jonestown","Jonestown","TX","Texas","48453","Travis","30.4755","-97.9296","2395","141.7","shape","FALSE","TRUE","America/Chicago","3","78641 78645","1840019591"
"White Castle","White Castle","LA","Louisiana","22047","Iberville","30.1611","-91.1495","2394","1261.2","shape","FALSE","TRUE","America/Chicago","3","70788","1840017193"
"Adamstown","Adamstown","MD","Maryland","24021","Frederick","39.3070","-77.4692","2394","868.7","shape","FALSE","FALSE","America/New_York","3","21710","1840024448"
"Monticello","Monticello","UT","Utah","49037","San Juan","37.8683","-109.3380","2393","275.7","shape","FALSE","TRUE","America/Denver","3","84535","1840020257"
"Bay","Bay","AR","Arkansas","05031","Craighead","35.7456","-90.5546","2392","299.1","shape","FALSE","TRUE","America/Chicago","3","72411","1840013395"
"Stapleton","Stapleton","AL","Alabama","01003","Baldwin","30.7395","-87.7943","2392","84.6","shape","FALSE","FALSE","America/Chicago","3","36527 36578","1840027497"
"Meadow Glade","Meadow Glade","WA","Washington","53011","Clark","45.7524","-122.5615","2390","253.6","shape","FALSE","FALSE","America/Los_Angeles","3","98604","1840018517"
"Lipscomb","Lipscomb","AL","Alabama","01073","Jefferson","33.4260","-86.9261","2390","784.6","shape","FALSE","TRUE","America/Chicago","3","35020","1840015667"
"Cumberland","Cumberland","KY","Kentucky","21095","Harlan","36.9824","-82.9920","2390","296.3","shape","FALSE","TRUE","America/New_York","3","40823","1840014403"
"Concordia","Concordia","MO","Missouri","29107","Lafayette","38.9878","-93.5683","2390","503.8","shape","FALSE","TRUE","America/Chicago","3","64020","1840007385"
"Nice","Nice","CA","California","06033","Lake","39.1266","-122.8525","2389","534.2","shape","FALSE","FALSE","America/Los_Angeles","3","95485 95464","1840018803"
"Rockwell City","Rockwell City","IA","Iowa","19025","Calhoun","42.3981","-94.6289","2389","218.9","shape","FALSE","TRUE","America/Chicago","3","50579","1840009120"
"Trion","Trion","GA","Georgia","13055","Chattooga","34.5480","-85.3114","2389","227.3","shape","FALSE","TRUE","America/New_York","3","30753","1840016623"
"Lake City","Lake City","AR","Arkansas","05031","Craighead","35.8203","-90.4547","2389","292.5","shape","FALSE","TRUE","America/Chicago","3","72437","1840014508"
"Woodcreek","Woodcreek","TX","Texas","48209","Hays","30.0266","-98.1115","2389","849.2","shape","FALSE","TRUE","America/Chicago","3","78676","1840022191"
"Thorofare","Thorofare","NJ","New Jersey","34015","Gloucester","39.8515","-75.1988","2389","275.1","shape","FALSE","FALSE","America/New_York","3","08086","1840033428"
"Park Falls","Park Falls","WI","Wisconsin","55099","Price","45.9348","-90.4464","2389","244.9","shape","FALSE","TRUE","America/Chicago","3","54552","1840002010"
"Thruston","Thruston","KY","Kentucky","21059","Daviess","37.7903","-87.0265","2388","522.4","shape","FALSE","FALSE","America/Chicago","3","42303","1840062416"
"Trucksville","Trucksville","PA","Pennsylvania","42079","Luzerne","41.3100","-75.9281","2388","532.0","shape","FALSE","FALSE","America/New_York","3","18708","1840035227"
